model,noise_type,sigma,image,psnr,ssim,lpips,psnr_noisy,ssim_noisy,lpips_noisy,inference_ms
dncnn,gaussian,25,test032.png,26.613870472859933,0.8309242983826419,0.16184982657432556,20.270173193401362,0.6008832329879534,0.42676064372062683,
vae,gaussian,25,test032.png,19.542081703475322,0.2636886819062789,0.7303804755210876,20.270173193401362,0.6008832329879534,0.42676064372062683,
dncnn,gaussian,25,test033.png,27.802275864136078,0.8928518808919784,0.10621500015258789,20.41826030219985,0.4386839389973254,0.5040388107299805,
vae,gaussian,25,test033.png,19.921604130951987,0.5557128987315038,0.5657595992088318,20.41826030219985,0.4386839389973254,0.5040388107299805,
dncnn,gaussian,25,test034.png,32.921196050063855,0.8485318639625982,0.20550969243049622,20.58925632177289,0.25644639752638965,0.6987401247024536,
vae,gaussian,25,test034.png,26.178721677904306,0.7313808329038669,0.46541282534599304,20.58925632177289,0.25644639752638965,0.6987401247024536,
dncnn,gaussian,25,test035.png,28.027683711722133,0.8018128751378908,0.19129237532615662,20.3737153811888,0.4320620294183095,0.5473909378051758,
vae,gaussian,25,test035.png,21.34238399733185,0.47572058479761126,0.6671758890151978,20.3737153811888,0.4320620294183095,0.5473909378051758,
dncnn,gaussian,25,test036.png,27.430347366023973,0.5433327925411382,0.5203526616096497,20.173784922961918,0.35311430071676175,0.31709763407707214,
vae,gaussian,25,test036.png,25.033398745010203,0.3551993832723706,0.935471773147583,20.173784922961918,0.35311430071676175,0.31709763407707214,
dncnn,gaussian,25,test037.png,28.451802148930078,0.774173990950947,0.1870361864566803,20.37799882527483,0.3699876414844366,0.5610322952270508,
vae,gaussian,25,test037.png,23.331616621142437,0.5179319754888443,0.606255292892456,20.37799882527483,0.3699876414844366,0.5610322952270508,
dncnn,gaussian,25,test038.png,28.939554080946625,0.7921494010673927,0.1720099300146103,20.35541486675882,0.3983357605771402,0.7168030738830566,
vae,gaussian,25,test038.png,23.525290963227473,0.45577849911682516,0.6606770753860474,20.35541486675882,0.3983357605771402,0.7168030738830566,
dncnn,gaussian,25,test039.png,32.58685182265833,0.8893123641087796,0.07715824991464615,20.198816678467963,0.3171050504074001,0.8782902956008911,
vae,gaussian,25,test039.png,23.744474269927224,0.6278882159603614,0.5466692447662354,20.198816678467963,0.3171050504074001,0.8782902956008911,
dncnn,gaussian,25,test040.png,29.21856545709033,0.7778669388603945,0.20750828087329865,20.41578803099846,0.402426839265748,0.5149729251861572,
vae,gaussian,25,test040.png,21.117618990674426,0.4869412922404224,0.6549046635627747,20.41578803099846,0.402426839265748,0.5149729251861572,
dncnn,gaussian,25,test041.png,27.81715494759157,0.8151478711601686,0.1544581800699234,20.66098584952576,0.4609992883761313,0.508316695690155,
vae,gaussian,25,test041.png,20.816082255581698,0.46314632461442373,0.645707368850708,20.66098584952576,0.4609992883761313,0.508316695690155,
dncnn,gaussian,25,test042.png,29.392911675040207,0.7977192027746586,0.18047304451465607,20.278750645286475,0.34125683953678754,0.6743168830871582,
vae,gaussian,25,test042.png,21.938857872024123,0.5665223133342668,0.6307128667831421,20.278750645286475,0.34125683953678754,0.6743168830871582,
dncnn,gaussian,25,test043.png,30.28140262649929,0.8750965303988285,0.10296154767274857,20.515213114866533,0.40981247443240953,0.6567395329475403,
vae,gaussian,25,test043.png,20.155381903455606,0.5588847989133781,0.5152520537376404,20.515213114866533,0.40981247443240953,0.6567395329475403,
dncnn,gaussian,25,test044.png,27.27790395436575,0.8389917078084416,0.10632194578647614,20.37421145207752,0.47810088249557897,0.5523183941841125,
vae,gaussian,25,test044.png,20.74019223032096,0.40531434752311324,0.6622368693351746,20.37421145207752,0.47810088249557897,0.5523183941841125,
dncnn,gaussian,25,test045.png,33.18896010324014,0.8504248715424,0.18393103778362274,20.220085638889877,0.20348008631528983,0.9262220859527588,
vae,gaussian,25,test045.png,29.295896032932692,0.7337530595468336,0.5341632962226868,20.220085638889877,0.20348008631528983,0.9262220859527588,
dncnn,gaussian,25,test046.png,26.33665079489827,0.7892500810169536,0.13032498955726624,20.380545694479192,0.5683395965569604,0.40055051445961,
vae,gaussian,25,test046.png,18.26111923126675,0.29706251029607744,0.7437860369682312,20.380545694479192,0.5683395965569604,0.40055051445961,
dncnn,gaussian,25,test047.png,26.570159782016297,0.7960909799764131,0.16329741477966309,20.209925539079016,0.5361223151634044,0.4948059618473053,
vae,gaussian,25,test047.png,20.735966348017783,0.31499423376910274,0.7227485775947571,20.209925539079016,0.5361223151634044,0.4948059618473053,
dncnn,gaussian,25,test048.png,29.61042191538108,0.9030678976920613,0.06478843092918396,20.806869511786672,0.4843978728777966,0.5659716129302979,
vae,gaussian,25,test048.png,18.52346227585041,0.5164654412165499,0.5701441168785095,20.806869511786672,0.4843978728777966,0.5659716129302979,
dncnn,gaussian,25,test049.png,31.406385440985865,0.8046312892716829,0.23094968497753143,20.652680639193495,0.2615398425075672,0.74656081199646,
vae,gaussian,25,test049.png,26.90415205630186,0.6828983386636209,0.5397626161575317,20.652680639193495,0.2615398425075672,0.74656081199646,
dncnn,gaussian,25,test050.png,26.85051049330695,0.7882268070597747,0.1848381757736206,20.545810468378104,0.5103765866139995,0.5061922073364258,
vae,gaussian,25,test050.png,20.982036705799455,0.3975861943385538,0.730648398399353,20.545810468378104,0.5103765866139995,0.5061922073364258,
dncnn,gaussian,25,test051.png,28.296095679032867,0.8023417629843815,0.14392177760601044,20.254223756567097,0.44492300090047254,0.5459641814231873,
vae,gaussian,25,test051.png,18.071084181833925,0.4321714941681707,0.7542092800140381,20.254223756567097,0.44492300090047254,0.5459641814231873,
dncnn,gaussian,25,test052.png,31.773276124481672,0.8112159808704827,0.20598599314689636,20.880836755385218,0.26075783654480006,0.7564655542373657,
vae,gaussian,25,test052.png,27.203421030275177,0.6829901080875012,0.5505266189575195,20.880836755385218,0.26075783654480006,0.7564655542373657,
dncnn,gaussian,25,test053.png,30.973760029633365,0.7607496199290157,0.2767331898212433,20.1835649342218,0.24356681522923299,0.8093206882476807,
vae,gaussian,25,test053.png,28.12918688932134,0.6179248430107782,0.5985976457595825,20.1835649342218,0.24356681522923299,0.8093206882476807,
dncnn,gaussian,25,test054.png,29.033685829330192,0.8230950443588303,0.14160114526748657,20.282661297984195,0.4463976075467494,0.5795204639434814,
vae,gaussian,25,test054.png,21.568423917976762,0.4682868602066373,0.6536553502082825,20.282661297984195,0.4463976075467494,0.5795204639434814,
dncnn,gaussian,25,test055.png,27.522222338259752,0.7883798233992673,0.15505725145339966,20.336805584548646,0.4989504619579861,0.5067192316055298,
vae,gaussian,25,test055.png,19.947304781055966,0.382498428776301,0.670896053314209,20.336805584548646,0.4989504619579861,0.5067192316055298,
dncnn,gaussian,25,test056.png,24.00149326467535,0.7930948842219143,0.15216168761253357,20.297365051740286,0.6879273547991428,0.2310340404510498,
vae,gaussian,25,test056.png,18.216268488398555,0.1941324362317159,0.9667456150054932,20.297365051740286,0.6879273547991428,0.2310340404510498,
dncnn,gaussian,25,test057.png,28.250225542672005,0.8157442004521788,0.2027452290058136,20.29388975318362,0.3631470904228101,0.7109193801879883,
vae,gaussian,25,test057.png,23.645537707329765,0.5437061473896718,0.6660147905349731,20.29388975318362,0.3631470904228101,0.7109193801879883,
dncnn,gaussian,25,test058.png,30.826678157733763,0.7802409501083214,0.3053411841392517,20.19698515997848,0.24329653368384702,0.715866208076477,
vae,gaussian,25,test058.png,28.209824847610943,0.6549950605236545,0.6147051453590393,20.19698515997848,0.24329653368384702,0.715866208076477,
dncnn,gaussian,25,test059.png,30.184323141124615,0.774218829810719,0.2173396646976471,20.253156340592962,0.2887752406498992,0.7213146090507507,
vae,gaussian,25,test059.png,26.07478339396838,0.6095337958383343,0.5697242021560669,20.253156340592962,0.2887752406498992,0.7213146090507507,
dncnn,gaussian,25,test060.png,30.86868530929946,0.7879116618424131,0.2530946135520935,20.196323378985017,0.24202900617240475,0.8496458530426025,
vae,gaussian,25,test060.png,27.261921837972313,0.6519380739173354,0.6031102538108826,20.196323378985017,0.24202900617240475,0.8496458530426025,
dncnn,gaussian,25,test061.png,29.963378248788246,0.783938945572179,0.22489118576049805,20.285385254302376,0.28482624128488,0.7380099892616272,
vae,gaussian,25,test061.png,23.824197604839455,0.6088752814996594,0.6401781439781189,20.285385254302376,0.28482624128488,0.7380099892616272,
dncnn,gaussian,25,test062.png,33.25580008263661,0.9206114857240627,0.08774001151323318,21.45477264831132,0.335036877190465,0.6960097551345825,
vae,gaussian,25,test062.png,19.876630046866463,0.692029364713199,0.43348512053489685,21.45477264831132,0.335036877190465,0.6960097551345825,
dncnn,gaussian,25,test063.png,26.464260340621273,0.831787584631465,0.14826412498950958,20.435650864829288,0.5914270195942929,0.42339473962783813,
vae,gaussian,25,test063.png,19.460196392339046,0.31353993518520495,0.6995508074760437,20.435650864829288,0.5914270195942929,0.42339473962783813,
dncnn,gaussian,25,test064.png,26.712143201122522,0.7346850604286966,0.2350764274597168,20.29378562407389,0.5008586790540599,0.4770154058933258,
vae,gaussian,25,test064.png,21.05630641353458,0.34713731396206465,0.7530970573425293,20.29378562407389,0.5008586790540599,0.4770154058933258,
dncnn,gaussian,25,test065.png,28.82236811968992,0.8200796396666601,0.18989717960357666,21.031652677094318,0.40263574076524944,0.5742467045783997,
vae,gaussian,25,test065.png,22.53580648045384,0.5513413419803638,0.6113396883010864,21.031652677094318,0.40263574076524944,0.5742467045783997,
dncnn,gaussian,25,test066.png,37.39455950490533,0.9434890008458717,0.1237078532576561,20.212446125512145,0.13908059455271782,1.0791314840316772,
vae,gaussian,25,test066.png,28.85804655300149,0.8938509035011705,0.3308863639831543,20.212446125512145,0.13908059455271782,1.0791314840316772,
dncnn,gaussian,25,test067.png,24.72564209353994,0.8623973933287034,0.11495020985603333,20.410604014074988,0.7428737983245437,0.22310461103916168,
vae,gaussian,25,test067.png,16.3111481986732,0.24169163579069872,0.7473617792129517,20.410604014074988,0.7428737983245437,0.22310461103916168,
dncnn,gaussian,25,test068.png,26.05413346591901,0.8540722543816818,0.12246428430080414,21.239315989255893,0.5465077046071403,0.3474406898021698,
vae,gaussian,25,test068.png,18.883434286543636,0.4505807244470053,0.6645783185958862,21.239315989255893,0.5465077046071403,0.3474406898021698,
dncnn,poisson,15,test001.png,30.93572506314389,0.9281862447813539,0.02941950410604477,29.106684298380408,0.8998782461812921,0.04130730405449867,1.529962200220325
vae,poisson,15,test001.png,20.105748410329134,0.31810777004106183,0.7255318760871887,29.106684298380408,0.8998782461812921,0.04130730405449867,40.640964900376275
dncnn,poisson,15,test002.png,34.37276546899588,0.9360110872379421,0.04697591811418533,28.061983770826508,0.6392394143370858,0.33060261607170105,
vae,poisson,15,test002.png,23.43320245190734,0.6540164693090691,0.5355673432350159,28.061983770826508,0.6392394143370858,0.33060261607170105,
dncnn,poisson,15,test003.png,33.8189702256675,0.919113979623232,0.09575892984867096,28.244520634774034,0.6548909640754375,0.330448180437088,
vae,poisson,15,test003.png,22.03120041178604,0.6424377090456778,0.6185341477394104,28.244520634774034,0.6548909640754375,0.330448180437088,
dncnn,poisson,15,test004.png,35.25655524818233,0.9394052077431229,0.05367216467857361,29.135101169616178,0.7404621623541379,0.3558543622493744,
vae,poisson,15,test004.png,25.181263383979257,0.6080277114076814,0.5475772619247437,29.135101169616178,0.7404621623541379,0.3558543622493744,
dncnn,poisson,15,test005.png,30.983861577535706,0.913178033210082,0.07533285021781921,26.892091089648527,0.7348061383114622,0.2554779052734375,
vae,poisson,15,test005.png,21.82808506434538,0.4879189000537167,0.6516830921173096,26.892091089648527,0.7348061383114622,0.2554779052734375,
dncnn,poisson,15,test006.png,36.19621049844823,0.9335671326711762,0.08592528104782104,26.95186785427925,0.5266262564475375,0.5253725051879883,
vae,poisson,15,test006.png,27.606767674751342,0.7663688630013995,0.4011654853820801,26.95186785427925,0.5266262564475375,0.5253725051879883,
dncnn,poisson,15,test007.png,33.80273418614748,0.9457036360929484,0.03295186161994934,29.67834714360331,0.8556296106283129,0.14371134340763092,
vae,poisson,15,test007.png,20.964651611579907,0.4235334990114855,0.6649094223976135,29.67834714360331,0.8556296106283129,0.14371134340763092,
dncnn,poisson,15,test008.png,32.117810246209444,0.9427928594646597,0.03651852905750275,30.06215688109694,0.895323057685978,0.07090979069471359,
vae,poisson,15,test008.png,19.62711124373047,0.3226024225054823,0.7438334226608276,30.06215688109694,0.895323057685978,0.07090979069471359,
dncnn,poisson,15,test009.png,34.349300530005486,0.9541298161313847,0.03391052410006523,30.70222620370989,0.8542698375595144,0.18839970231056213,
vae,poisson,15,test009.png,21.639634441311337,0.5341566793950999,0.5963284373283386,30.70222620370989,0.8542698375595144,0.18839970231056213,
dncnn,poisson,15,test010.png,33.99035212679402,0.9233626819911755,0.05695731192827225,28.741402532808358,0.7254710757738366,0.3113105893135071,
vae,poisson,15,test010.png,24.400551685797666,0.5729734101213366,0.5820019245147705,28.741402532808358,0.7254710757738366,0.3113105893135071,
dncnn,poisson,15,test011.png,33.618853215532994,0.9426484620226555,0.02921362593770027,28.58332154090251,0.8269652204710738,0.1386301964521408,
vae,poisson,15,test011.png,18.888480975736545,0.4139125486165331,0.6099218130111694,28.58332154090251,0.8269652204710738,0.1386301964521408,
dncnn,poisson,15,test012.png,32.90397056286983,0.9184360164153944,0.05544261634349823,28.92253365027941,0.8206850540211724,0.13229325413703918,
vae,poisson,15,test012.png,21.991227181197985,0.38819177362475127,0.6999017000198364,28.92253365027941,0.8206850540211724,0.13229325413703918,
dncnn,poisson,15,test013.png,33.53642303647992,0.922257943870828,0.07599270343780518,27.94519057112019,0.7319303302901331,0.323386013507843,
vae,poisson,15,test013.png,24.126717069562037,0.5177018079556946,0.6160246133804321,27.94519057112019,0.7319303302901331,0.323386013507843,
dncnn,poisson,15,test014.png,34.80151508937184,0.9215509577709731,0.09177333116531372,29.17303675406144,0.671526844097359,0.31010448932647705,
vae,poisson,15,test014.png,23.809663719760632,0.6431755293547098,0.5713202357292175,29.17303675406144,0.671526844097359,0.31010448932647705,
dncnn,poisson,15,test015.png,31.980779484756752,0.9278248059992603,0.048800356686115265,29.21598129630864,0.8532033025996328,0.10431424528360367,
vae,poisson,15,test015.png,21.007559188755778,0.44390832169267946,0.6821860671043396,29.21598129630864,0.8532033025996328,0.10431424528360367,
dncnn,poisson,15,test016.png,32.774846404437184,0.9485792350183454,0.027578050270676613,28.558758979637,0.8634739658159322,0.12042702734470367,
vae,poisson,15,test016.png,18.18146301914536,0.36325118246520033,0.6558312177658081,28.558758979637,0.8634739658159322,0.12042702734470367,
dncnn,poisson,15,test017.png,37.52612318350036,0.9396231217009879,0.06296290457248688,30.152864183967353,0.7017287116779719,0.34972861409187317,
vae,poisson,15,test017.png,28.145824005549947,0.741341313024121,0.44823941588401794,30.152864183967353,0.7017287116779719,0.34972861409187317,
dncnn,poisson,15,test018.png,37.568783091259135,0.9392248454018245,0.07306229323148727,29.224733570866892,0.6093882290035262,0.45105430483818054,
vae,poisson,15,test018.png,27.275021776137926,0.7598638514275602,0.44103723764419556,29.224733570866892,0.6093882290035262,0.45105430483818054,
dncnn,poisson,15,test019.png,32.68766511277681,0.9141009816189258,0.04035883769392967,28.331088439287676,0.7412069581996528,0.19863295555114746,
vae,poisson,15,test019.png,21.23327084091798,0.5207386831404529,0.632703423500061,28.331088439287676,0.7412069581996528,0.19863295555114746,
dncnn,poisson,15,test020.png,34.73924653154314,0.9326152138271826,0.04303375259041786,28.424088734324492,0.6556371741064808,0.2906934320926666,
vae,poisson,15,test020.png,20.89237507248702,0.6175718750451017,0.5955871343612671,28.424088734324492,0.6556371741064808,0.2906934320926666,
dncnn,poisson,15,test021.png,31.594798716980506,0.9508838841299664,0.019894180819392204,28.32295247090137,0.8687475940045857,0.07064983248710632,
vae,poisson,15,test021.png,17.364831503478765,0.3504961900929114,0.7069844007492065,28.32295247090137,0.8687475940045857,0.07064983248710632,
dncnn,poisson,15,test022.png,32.03754404957512,0.9411242449568428,0.03309398517012596,29.005614452914813,0.8926929604904594,0.06961716711521149,
vae,poisson,15,test022.png,18.983055737519198,0.3077130783663168,0.6846218705177307,29.005614452914813,0.8926929604904594,0.06961716711521149,
dncnn,poisson,15,test023.png,32.46661026451875,0.9175427145185128,0.05941387638449669,27.020239471427185,0.7044771972924048,0.31540000438690186,
vae,poisson,15,test023.png,21.37588005513985,0.5022099735796044,0.6288172006607056,27.020239471427185,0.7044771972924048,0.31540000438690186,
dncnn,poisson,15,test024.png,33.261938915912836,0.9484224956734736,0.034469883888959885,29.279302154143252,0.8681700590353463,0.13123688101768494,
vae,poisson,15,test024.png,20.74678559279654,0.5190556171918199,0.5404161214828491,29.279302154143252,0.8681700590353463,0.13123688101768494,
dncnn,poisson,15,test025.png,33.72390543331998,0.9564032057401232,0.049832772463560104,29.206753424139514,0.715063219982779,0.34097227454185486,
vae,poisson,15,test025.png,21.597698085451032,0.6580769157850416,0.4863952696323395,29.206753424139514,0.715063219982779,0.34097227454185486,
dncnn,poisson,15,test026.png,32.481982410554345,0.9145920823333457,0.05131988972425461,28.568628690326314,0.8023958850940666,0.1672295331954956,
vae,poisson,15,test026.png,22.484636350888984,0.49441748138598873,0.6076359152793884,28.568628690326314,0.8023958850940666,0.1672295331954956,
dncnn,poisson,15,test027.png,34.61472628861265,0.9232199111311458,0.06964508444070816,29.465684331502324,0.7473275578359614,0.28259479999542236,
vae,poisson,15,test027.png,24.37724352501007,0.5851042950360203,0.571424663066864,29.465684331502324,0.7473275578359614,0.28259479999542236,
dncnn,poisson,15,test028.png,38.87953153176953,0.9587115232970382,0.03251347318291664,30.962148004527364,0.7448614972729233,0.2213415950536728,
vae,poisson,15,test028.png,25.66729066562127,0.7736691778893439,0.5187528729438782,30.962148004527364,0.7448614972729233,0.2213415950536728,
dncnn,poisson,15,test029.png,30.091809247355684,0.9508859251069345,0.032660696655511856,28.625568847484182,0.8874142420967122,0.0841064602136612,
vae,poisson,15,test029.png,16.65987687184232,0.3044760532517296,0.8121090531349182,28.625568847484182,0.8874142420967122,0.0841064602136612,
dncnn,poisson,15,test030.png,33.92009023916975,0.9073107836081171,0.07229290157556534,27.993172414224027,0.6999373828098987,0.3063192665576935,
vae,poisson,15,test030.png,24.120635708040197,0.5285949045730777,0.5963700413703918,27.993172414224027,0.6999373828098987,0.3063192665576935,
dncnn,poisson,15,test031.png,30.17077434783125,0.949205546056816,0.026954278349876404,28.69971098955707,0.933014222908737,0.037155766040086746,
vae,poisson,15,test031.png,17.989290737096866,0.16898326463282656,0.8641289472579956,28.69971098955707,0.933014222908737,0.037155766040086746,
dncnn,poisson,15,test032.png,31.48408299890645,0.9418655462611588,0.04098862037062645,28.353547435192887,0.8882028581568273,0.13150335848331451,
vae,poisson,15,test032.png,19.76511501207262,0.2840607873151832,0.7087685465812683,28.353547435192887,0.8882028581568273,0.13150335848331451,
dncnn,poisson,15,test033.png,32.36967308439381,0.9422167212287884,0.0809631273150444,27.713268847990822,0.6810481584851903,0.2901481091976166,
vae,poisson,15,test033.png,20.064147070128403,0.5627951053375275,0.5415794849395752,27.713268847990822,0.6810481584851903,0.2901481091976166,
dncnn,poisson,15,test034.png,35.766801104947405,0.9030115888027122,0.11001814901828766,27.65625614216183,0.5910684759832963,0.35197556018829346,
vae,poisson,15,test034.png,26.51565951988314,0.7398840110111139,0.4460456073284149,27.65625614216183,0.5910684759832963,0.35197556018829346,
dncnn,poisson,15,test035.png,32.89273218054029,0.9328377887945725,0.044320277869701385,29.54573055077361,0.818166068906075,0.13547775149345398,
vae,poisson,15,test035.png,21.530475512164926,0.48786653379491174,0.6529406905174255,29.54573055077361,0.818166068906075,0.13547775149345398,
dncnn,poisson,15,test036.png,30.55660939124024,0.7922393571936098,0.18613338470458984,27.534118639150652,0.7196597159341065,0.11995911598205566,
vae,poisson,15,test036.png,25.153654205409246,0.35914499786276877,0.906309187412262,27.534118639150652,0.7196597159341065,0.11995911598205566,
dncnn,poisson,15,test037.png,32.99415481348467,0.9100160381600771,0.05906245857477188,27.6861710770835,0.6868334849612755,0.2677406668663025,
vae,poisson,15,test037.png,23.565966941553796,0.525799516061256,0.5929256081581116,27.6861710770835,0.6868334849612755,0.2677406668663025,
dncnn,poisson,15,test038.png,33.75504067808245,0.9257392964426836,0.04635276645421982,29.31159683936061,0.8010267343315962,0.1933271735906601,
vae,poisson,15,test038.png,23.712308728758824,0.46511762325094835,0.6489191651344299,29.31159683936061,0.8010267343315962,0.1933271735906601,
dncnn,poisson,15,test039.png,36.17806361478702,0.9447283215658209,0.037658076733350754,28.46336418948922,0.6829908702665304,0.42048805952072144,
vae,poisson,15,test039.png,24.132228192330114,0.6453918814000389,0.5253127217292786,28.46336418948922,0.6829908702665304,0.42048805952072144,
dncnn,poisson,15,test040.png,32.79653462187802,0.8776857599736057,0.09189313650131226,28.157600101905345,0.7266206462130311,0.17144015431404114,
vae,poisson,15,test040.png,21.36870149173269,0.4981860360298025,0.6354711055755615,28.157600101905345,0.7266206462130311,0.17144015431404114,
dncnn,poisson,15,test041.png,33.03804542818684,0.9426712442165429,0.029715722426772118,29.458320218409007,0.8225116713577842,0.13419218361377716,
vae,poisson,15,test041.png,20.992651290591517,0.48074170021594553,0.6336926221847534,29.458320218409007,0.8225116713577842,0.13419218361377716,
dncnn,poisson,15,test042.png,33.75545669603856,0.9069763307125248,0.061999619007110596,28.405840899247025,0.6866249592495443,0.2690555155277252,
vae,poisson,15,test042.png,22.12310457191606,0.5751300645605434,0.6223176717758179,28.405840899247025,0.6866249592495443,0.2690555155277252,
dncnn,poisson,15,test043.png,34.851304601843665,0.9533876067737589,0.02942488342523575,29.34051655160069,0.7870299042326864,0.2518173158168793,
vae,poisson,15,test043.png,20.46996671999328,0.5755430504538795,0.4979848265647888,29.34051655160069,0.7870299042326864,0.2518173158168793,
dncnn,poisson,15,test044.png,32.35167845839833,0.9377927326586412,0.03486395999789238,27.640283318233788,0.7374349637837737,0.26311877369880676,
vae,poisson,15,test044.png,20.9032101995166,0.41829646801410764,0.6443854570388794,27.640283318233788,0.7374349637837737,0.26311877369880676,
dncnn,poisson,15,test045.png,36.108038279910886,0.9092138585301369,0.09859639406204224,28.192784384450455,0.5538611770367363,0.45225849747657776,
vae,poisson,15,test045.png,29.57895234206879,0.7415567943213598,0.509448230266571,28.192784384450455,0.5538611770367363,0.45225849747657776,
dncnn,poisson,15,test046.png,30.96286193682342,0.916574569241644,0.035860687494277954,28.118214419495754,0.851384243938658,0.07894551753997803,
vae,poisson,15,test046.png,18.411974892226073,0.30918555322020924,0.7307668924331665,28.118214419495754,0.851384243938658,0.07894551753997803,
dncnn,poisson,15,test047.png,31.306570920439004,0.9279621506267124,0.047418784350156784,28.295066041692017,0.8588154600837774,0.15083539485931396,
vae,poisson,15,test047.png,20.868773235776604,0.32606323929032116,0.7108293771743774,28.295066041692017,0.8588154600837774,0.15083539485931396,
dncnn,poisson,15,test048.png,33.67514965628026,0.9556125905195075,0.025234142318367958,28.469941637078158,0.7878423619934093,0.22664107382297516,
vae,poisson,15,test048.png,18.773264398574014,0.5330302254076748,0.5495155453681946,28.469941637078158,0.7878423619934093,0.22664107382297516,
dncnn,poisson,15,test049.png,34.989201501301956,0.9007498866717021,0.08364808559417725,28.3590262817288,0.6226029406659486,0.3211759924888611,
vae,poisson,15,test049.png,27.10889234816814,0.6910567284326051,0.5317715406417847,28.3590262817288,0.6226029406659486,0.3211759924888611,
dncnn,poisson,15,test050.png,30.533628818540237,0.8976619286590949,0.07008179277181625,27.08644752756146,0.7750653058501612,0.1965055763721466,
vae,poisson,15,test050.png,21.11385540682427,0.4069558890220687,0.7161489129066467,27.08644752756146,0.7750653058501612,0.1965055763721466,
dncnn,poisson,15,test051.png,32.460463222666824,0.915967636717292,0.05070725083351135,28.314813287806174,0.7665091994610447,0.1949743777513504,
vae,poisson,15,test051.png,18.207880585398733,0.4442015218664816,0.7380629777908325,28.314813287806174,0.7665091994610447,0.1949743777513504,
dncnn,poisson,15,test052.png,34.610826809039025,0.8850479189758014,0.10999520868062973,27.06331941124986,0.5416154187201159,0.4411593973636627,
vae,poisson,15,test052.png,27.307915678000935,0.6883125518061469,0.5449548959732056,27.06331941124986,0.5416154187201159,0.4411593973636627,
dncnn,poisson,15,test053.png,33.47046050222354,0.8457646653128348,0.15705978870391846,26.656265490593498,0.5451770133994576,0.4581478238105774,
vae,poisson,15,test053.png,28.362611501387782,0.6274736589442971,0.576153039932251,26.656265490593498,0.5451770133994576,0.4581478238105774,
dncnn,poisson,15,test054.png,32.64980316997092,0.906997872632249,0.04918954521417618,27.448850896590127,0.7429993570996705,0.19924843311309814,
vae,poisson,15,test054.png,21.789515596985296,0.4814413036311816,0.633842945098877,27.448850896590127,0.7429993570996705,0.19924843311309814,
dncnn,poisson,15,test055.png,32.643432264017996,0.9351254002488247,0.030271606519818306,29.492467593562978,0.862929267553359,0.09069336950778961,
vae,poisson,15,test055.png,20.193362719983266,0.39655206706576196,0.6522049307823181,29.492467593562978,0.862929267553359,0.09069336950778961,
dncnn,poisson,15,test056.png,28.608541378479572,0.9291977147570031,0.04516409710049629,27.176218099128345,0.9052600356855289,0.05920558422803879,
vae,poisson,15,test056.png,18.334511049080287,0.2039407595921572,0.9464361071586609,27.176218099128345,0.9052600356855289,0.05920558422803879,
dncnn,poisson,15,test057.png,33.463191204402804,0.9380750808124255,0.0563381090760231,29.396544312478817,0.7302626356411299,0.2808316648006439,
vae,poisson,15,test057.png,23.830548605389463,0.5531913201181708,0.6400123834609985,29.396544312478817,0.7302626356411299,0.2808316648006439,
dncnn,poisson,15,test058.png,33.90676857772017,0.8706706236374806,0.13762986660003662,27.49570249109716,0.5695565032365427,0.34276074171066284,
vae,poisson,15,test058.png,28.420902962191185,0.662898283995594,0.6121151447296143,27.49570249109716,0.5695565032365427,0.34276074171066284,
dncnn,poisson,15,test059.png,34.10378218285086,0.8936497207329287,0.08006159961223602,28.709550257662244,0.6754196162931901,0.26630768179893494,
vae,poisson,15,test059.png,26.396977537796957,0.6190387397938794,0.5491580367088318,28.709550257662244,0.6754196162931901,0.26630768179893494,
dncnn,poisson,15,test060.png,34.43865591836989,0.8842712277386123,0.10989484190940857,28.51701637717997,0.6103234666838881,0.40120556950569153,
vae,poisson,15,test060.png,27.567161689188847,0.6623117586276599,0.5676308870315552,28.51701637717997,0.6103234666838881,0.40120556950569153,
dncnn,poisson,15,test061.png,34.08770063588933,0.8975727015645084,0.07460643351078033,29.25625401884143,0.683864840867127,0.265174001455307,
vae,poisson,15,test061.png,24.077946918943724,0.6205146099060916,0.6146942377090454,29.25625401884143,0.683864840867127,0.265174001455307,
dncnn,poisson,15,test062.png,37.69181024304942,0.9679175079046136,0.02633652836084366,31.18786796071727,0.8378796146785407,0.2120162695646286,
vae,poisson,15,test062.png,20.104977151330452,0.7303011542609151,0.42253929376602173,31.18786796071727,0.8378796146785407,0.2120162695646286,
dncnn,poisson,15,test063.png,31.71994875657392,0.9534779918757497,0.04101218283176422,28.88291554108175,0.9064086844202072,0.1341926008462906,
vae,poisson,15,test063.png,19.621283239093195,0.32771585590211405,0.6917358636856079,28.88291554108175,0.9064086844202072,0.1341926008462906,
dncnn,poisson,15,test064.png,30.96099079137496,0.9011161564414264,0.055596765130758286,28.37886297632398,0.8492088555986919,0.09569454193115234,
vae,poisson,15,test064.png,21.29449446506639,0.363093835596853,0.7318456172943115,28.37886297632398,0.8492088555986919,0.09569454193115234,
dncnn,poisson,15,test065.png,33.794244813853716,0.9397386036803549,0.04636044427752495,30.16191068273158,0.862481554118115,0.11690502613782883,
vae,poisson,15,test065.png,22.880706931361267,0.5692370507655319,0.5980062484741211,30.16191068273158,0.862481554118115,0.11690502613782883,
